id,applicant,run,source,decision,reason,income,debts,credit_score,employment_years,rent,loan_amount,pay_slips_verified,bank_statements_verified,id_verified,dti_ratio,disposable_income,bureau_score_1,bureau_score_2,bureau_score_3
22,Applicant 22,run_1,GPT,DECLINED,"Bureau score below 580; bureau score 1 is 559 and bureau score 2 is 529, which is below the 580 threshold, leading to decline as per section 5.3 Creditworthiness Assessment.",57096,983,589,2.9,1135,8625,True,True,True,0.2066,2640.0,559,529,582
22,Applicant 22,run_1,SESL,DECLINED,Credit score below 640,57096,983,589,2.9,1135,8625,True,True,True,0.2066,2640.0,559,529,582
23,Applicant 23,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 25.35% and disposable income of £2518.83. Their credit score of 677 and consistent bureau scores indicate low credit risk. With stable employment history of 5.5 years and no rule triggers, the application meets all approval criteria.",53434,1129,677,5.5,805,19731,True,True,True,0.2535,2518.83,675,675,674
23,Applicant 23,run_1,SESL,MANUAL REVIEW,Credit score between 640 and 699,53434,1129,677,5.5,805,19731,True,True,True,0.2535,2518.83,675,675,674
24,Applicant 24,run_1,GPT,DECLINED,Creditworthiness Assessment: Bureau score below 580 (bureau_score_2 is 522) indicates elevated risk and leads to decline.,49252,820,578,2.3,1109,17653,True,True,True,0.1998,2175.33,602,522,570
24,Applicant 24,run_1,SESL,DECLINED,Credit score below 640,49252,820,578,2.3,1109,17653,True,True,True,0.1998,2175.33,602,522,570
25,Applicant 25,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 25.6% and disposable income of £1910.5. Their credit score of 772 and consistent bureau scores indicate low credit risk. With stable employment history of 5.8 years and no rule triggers, the application meets all approval criteria.",44814,956,772,5.8,868,10655,True,True,True,0.256,1910.5,733,743,760
25,Applicant 25,run_1,SESL,APPROVED,All approval criteria met,44814,956,772,5.8,868,10655,True,True,True,0.256,1910.5,733,743,760
26,Applicant 26,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 24.71% and disposable income of £1740.5. Their credit score of 746 and consistent bureau scores indicate low credit risk. With stable employment history of 2.6 years and no rule triggers, the application meets all approval criteria.",48906,1007,746,2.6,1328,17259,True,True,True,0.2471,1740.5,758,803,759
26,Applicant 26,run_1,SESL,APPROVED,All approval criteria met,48906,1007,746,2.6,1328,17259,True,True,True,0.2471,1740.5,758,803,759
27,Applicant 27,run_1,GPT,DECLINED,"Bureau score below 580; bureau_score_2 is 563, which is below the 580 threshold, leading to decline as per section 5.3 Creditworthiness Assessment.",25207,873,601,1.6,924,20502,True,True,True,0.4156,303.58,587,563,628
27,Applicant 27,run_1,SESL,MANUAL REVIEW,DTI between 35% and 45%,25207,873,601,1.6,924,20502,True,True,True,0.4156,303.58,587,563,628
28,Applicant 28,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 15.08% and disposable income of £2716.25. Their credit score of 737 and consistent bureau scores indicate low credit risk. With stable employment history of 4.1 years and no rule triggers, the application meets all approval criteria.",52203,656,737,4.1,978,15829,True,True,True,0.1508,2716.25,716,745,713
28,Applicant 28,run_1,SESL,APPROVED,All approval criteria met,52203,656,737,4.1,978,15829,True,True,True,0.1508,2716.25,716,745,713
29,Applicant 29,run_1,GPT,DECLINED,"Creditworthiness Assessment: Bureau score below 580 (bureau_score_1: 573, bureau_score_3: 572) requires decline.",45628,482,578,1.3,987,21341,True,True,True,0.1268,2333.33,573,615,572
29,Applicant 29,run_1,SESL,DECLINED,Credit score below 640,45628,482,578,1.3,987,21341,True,True,True,0.1268,2333.33,573,615,572
30,Applicant 30,run_1,GPT,DECLINED,"The applicant has a bureau score below 580, which is deemed too high risk and results in a decline according to section 5.3 Creditworthiness Assessment.",50111,1153,580,9.8,1286,11298,True,True,True,0.2761,1736.92,595,604,562
30,Applicant 30,run_1,SESL,DECLINED,Credit score below 640,50111,1153,580,9.8,1286,11298,True,True,True,0.2761,1736.92,595,604,562
31,Applicant 31,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 16.62% and disposable income of £2513.17. Their credit score of 769 and consistent bureau scores indicate low credit risk. With stable employment history of 4.0 years and no rule triggers, the application meets all approval criteria.",52214,723,769,4.0,1115,4524,True,True,True,0.1662,2513.17,807,730,792
31,Applicant 31,run_1,SESL,APPROVED,All approval criteria met,52214,723,769,4.0,1115,4524,True,True,True,0.1662,2513.17,807,730,792
32,Applicant 32,run_1,GPT,DECLINED,"Bureau score 1 of 567 is below the 580 minimum threshold, leading to decline as per section 5.3 Creditworthiness Assessment.",51209,454,581,5.6,819,16493,True,True,True,0.1064,2994.42,567,611,592
32,Applicant 32,run_1,SESL,DECLINED,Credit score below 640,51209,454,581,5.6,819,16493,True,True,True,0.1064,2994.42,567,611,592
33,Applicant 33,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 22.8% and disposable income of £2735.92. Their credit score of 707 and consistent bureau scores indicate low credit risk. With stable employment history of 6.9 years and no rule triggers, the application meets all approval criteria.",53099,1009,707,6.9,680,18967,True,True,True,0.228,2735.92,716,759,692
33,Applicant 33,run_1,SESL,APPROVED,All approval criteria met,53099,1009,707,6.9,680,18967,True,True,True,0.228,2735.92,716,759,692
34,Applicant 34,run_1,GPT,MANUAL REVIEW,"Credit score of 657 falls between 640 and 699, requiring manual review as per Creditworthiness Assessment section 5.3.",34732,934,657,4.4,700,15025,True,True,True,0.3227,1260.33,681,632,651
34,Applicant 34,run_1,SESL,MANUAL REVIEW,Credit score between 640 and 699,34732,934,657,4.4,700,15025,True,True,True,0.3227,1260.33,681,632,651
35,Applicant 35,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 19.26% and disposable income of £2846.25. Their credit score of 713 and consistent bureau scores indicate low credit risk. With stable employment history of 5.6 years and no rule triggers, the application meets all approval criteria.",55707,894,713,5.6,902,16800,True,True,True,0.1926,2846.25,738,714,713
35,Applicant 35,run_1,SESL,APPROVED,All approval criteria met,55707,894,713,5.6,902,16800,True,True,True,0.1926,2846.25,738,714,713
36,Applicant 36,run_1,GPT,MANUAL REVIEW,"Credit score of 625 falls between 620 and 639, requiring manual review as per Creditworthiness Assessment section 5.3.",44981,1048,625,8.3,1137,12967,True,True,True,0.2796,1563.42,640,655,619
36,Applicant 36,run_1,SESL,DECLINED,Credit score below 640,44981,1048,625,8.3,1137,12967,True,True,True,0.2796,1563.42,640,655,619
37,Applicant 37,run_1,GPT,MANUAL REVIEW,"Document verification issue: ID not verified, but applicant has a strong financial profile with credit score of 685 and annual income of £56,284, requiring manual review as per section 5.1.",56284,1187,685,2.9,654,6630,True,True,False,0.2531,2849.33,703,650,691
37,Applicant 37,run_1,SESL,DECLINED,Required document unverified and no exception applies,56284,1187,685,2.9,654,6630,True,True,False,0.2531,2849.33,703,650,691
38,Applicant 38,run_1,GPT,APPROVED,"The applicant meets all policy requirements: verified documentation, DTI of 8.3% indicating strong repayment capacity, disposable income of £4077.92 showing financial resilience, credit score of 731 reflecting strong credit behavior, stable employment of 1.3 years, and loan amount of 11% of annual income. No rules are breached, and no exceptions are invoked.",61595,426,731,1.3,629,6801,True,True,True,0.083,4077.92,750,687,745
38,Applicant 38,run_1,SESL,MANUAL REVIEW,Employment between 1 and 2 years,61595,426,731,1.3,629,6801,True,True,True,0.083,4077.92,750,687,745
39,Applicant 39,run_1,GPT,MANUAL REVIEW,"Document verification issue: ID not verified, but applicant has a strong financial profile with credit score of 683 and annual income of £31,269, requiring manual review as per section 5.1.",31269,695,683,7.1,776,4362,True,True,False,0.2667,1134.75,715,638,654
39,Applicant 39,run_1,SESL,DECLINED,Required document unverified and no exception applies,31269,695,683,7.1,776,4362,True,True,False,0.2667,1134.75,715,638,654
40,Applicant 40,run_1,GPT,MANUAL REVIEW,"Credit score of 661 falls between 640 and 699, requiring manual review as per Creditworthiness Assessment section 5.3.",52126,280,661,8.9,1367,20235,True,True,True,0.0645,2696.83,685,697,648
40,Applicant 40,run_1,SESL,MANUAL REVIEW,Credit score between 640 and 699,52126,280,661,8.9,1367,20235,True,True,True,0.0645,2696.83,685,697,648
41,Applicant 41,run_1,GPT,MANUAL REVIEW,"Credit score of 671 falls between 640 and 699, requiring manual review as per section 5.3 Creditworthiness Assessment.",29520,643,671,9.3,679,7444,True,True,True,0.2614,1138.0,644,645,693
41,Applicant 41,run_1,SESL,MANUAL REVIEW,Credit score between 640 and 699,29520,643,671,9.3,679,7444,True,True,True,0.2614,1138.0,644,645,693
42,Applicant 42,run_1,GPT,DECLINED,"Employment duration is less than one year, which typically results in decline as per section 5.4 Employment Stability.",27681,388,621,0.4,1296,4595,True,True,True,0.1682,622.75,606,657,640
42,Applicant 42,run_1,SESL,DECLINED,Credit score below 640,27681,388,621,0.4,1296,4595,True,True,True,0.1682,622.75,606,657,640
43,Applicant 43,run_1,GPT,MANUAL REVIEW,"The bureau score spread is 60 points (708 - 648), which is less than 120, so it does not trigger manual review. However, the credit score of 683 falls between 640 and 699, requiring manual review as per section 5.3 Creditworthiness Assessment.",50014,1059,683,7.8,1206,15111,True,True,True,0.2541,1902.83,672,648,708
43,Applicant 43,run_1,SESL,MANUAL REVIEW,Credit score between 640 and 699,50014,1059,683,7.8,1206,15111,True,True,True,0.2541,1902.83,672,648,708
44,Applicant 44,run_1,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 15.41% and disposable income of £1391.33. Their credit score of 772 and consistent bureau scores indicate low credit risk. With stable employment history of 8.2 years and no rule triggers, the application meets all approval criteria.",37684,484,772,8.2,1265,20676,True,True,True,0.1541,1391.33,794,714,770
44,Applicant 44,run_1,SESL,APPROVED,All approval criteria met,37684,484,772,8.2,1265,20676,True,True,True,0.1541,1391.33,794,714,770
45,Applicant 45,run_1,GPT,DECLINED,"Bureau score 2 is 541, which is below the 580 threshold, leading to decline as per section 5.3 Creditworthiness Assessment.",28469,679,592,4.9,1025,13409,True,True,True,0.2862,668.42,618,541,590
45,Applicant 45,run_1,SESL,DECLINED,Credit score below 640,28469,679,592,4.9,1025,13409,True,True,True,0.2862,668.42,618,541,590
46,Applicant 46,run_1,GPT,DECLINED,"The applicant's bureau score of 558 falls below the 580 minimum threshold, resulting in a decline as per section 5.3 Creditworthiness Assessment.",47535,882,579,5.2,845,24549,True,True,True,0.2227,2234.25,558,591,562
46,Applicant 46,run_1,SESL,DECLINED,Credit score below 640,47535,882,579,5.2,845,24549,True,True,True,0.2227,2234.25,558,591,562
47,Applicant 47,run_1,GPT,DECLINED,"The applicant's bureau score of 551 falls below the 580 minimum threshold, resulting in a decline as per section 5.3 Creditworthiness Assessment.",39577,1043,573,2.5,982,18639,True,True,True,0.3162,1273.08,551,561,592
47,Applicant 47,run_1,SESL,DECLINED,Credit score below 640,39577,1043,573,2.5,982,18639,True,True,True,0.3162,1273.08,551,561,592
48,Applicant 48,run_1,GPT,DECLINED,"Employment duration is less than one year, which typically results in decline as per section 5.4 Employment Stability.",49823,655,691,0.7,767,17298,True,True,True,0.1578,2729.92,722,668,684
